,zipcode,Foreign,Uninsured,vehicle,foodStamp,poverty,urban,TeenBirthRate,PrematureBirth,LowBirthWeight
693,12095,1.3338722716248992,8.819725141471302,5.6468531468531475,38.965238480194024,12.6,1,10.6,9.5,7.9
696,12106,5.222039473684211,3.5361842105263155,0.3164556962025317,44.94243421052632,8.4,1,4.3,10.0,5.0
698,12110,4.6993903253081735,3.439989319567442,2.5683112870522358,33.527657870143734,6.6,1,4.8,11.9,7.7
700,12116,1.2624934245134138,6.102051551814834,0.0,44.81851657022618,17.4,0,21.7,7.8,4.7
701,12117,0.4009163802978236,6.61512027491409,6.056782334384858,41.3516609392898,11.3,1,16.1,5.2,1.7
703,12118,1.5639309616061994,4.8608665022895385,1.2855007473841555,41.96548080309968,7.9,1,15.5,7.4,5.4
706,12120,0.0,4.672897196261682,0.0,42.42990654205608,9.0,0,,17.4,13.0
707,12121,0.7551240560949299,2.21143473570658,0.0,37.594390507011866,6.5,0,9.5,10.3,2.6
708,12122,0.24112231477422186,5.085488820692679,1.4871794871794872,44.432266549758886,17.1,0,12.3,11.1,7.7
709,12123,0.4264392324093816,2.55863539445629,0.853825136612022,40.72494669509595,9.5,1,21.8,7.6,7.1
711,12125,3.085177733065057,10.46277665995976,0.79155672823219,40.50972501676727,12.1,0,19.6,6.7,0.0
712,12130,0.0,0.0,0.0,40.61855670103093,1.2,1,,10.5,10.5
713,12134,0.4846526655896608,9.046849757673666,1.0982658959537572,39.33764135702747,10.0,0,21.1,9.6,4.8
714,12136,2.9329608938547485,6.145251396648043,0.0,45.53072625698324,1.3,0,,23.5,11.8
715,12137,0.0,6.985294117647059,0.0,35.45168067226891,11.0,0,21.7,13.5,5.4
716,12138,1.3826269912834386,3.5467388037270813,0.9328358208955224,40.186354072738204,7.5,0,3.5,9.1,4.5
717,12140,0.0,1.3661202185792352,0.0,44.057377049180324,2.3,1,11.7,2.4,2.4
719,12143,0.5010438413361169,10.626304801670146,2.482876712328767,42.58872651356994,11.4,1,21.4,9.7,9.1
721,12144,2.4054632555295075,4.693711140556519,3.632848275160273,43.39516868820712,11.9,1,13.4,11.6,8.8
723,12147,1.3536379018612519,3.214890016920473,3.26530612244898,38.07106598984771,12.5,0,,8.3,0.0
724,12148,5.978871656552035,2.6747583726680157,0.0,39.4021128343448,1.8,1,0.0,7.1,5.0
726,12149,0.4536082474226804,2.4742268041237114,4.603330068560235,38.51546391752577,15.8,1,11.8,8.9,3.8
728,12150,10.112359550561797,8.764044943820224,0.0,31.685393258426966,1.6,1,,6.3,12.5
730,12151,1.6666666666666667,5.0,2.801120448179272,47.87878787878788,4.2,1,,0.0,0.0
732,12153,0.0,6.358381502890174,0.0,35.35645472061657,5.2,0,11.1,20.6,14.7
733,12154,0.30314513073133764,6.2523683213338375,0.53475935828877,38.726790450928384,13.8,1,3.3,8.6,7.1
735,12155,0.0505050505050505,3.8383838383838382,0.30895983522142123,36.919191919191924,20.9,0,11.7,15.8,5.3
736,12156,0.441696113074205,5.565371024734981,0.0,33.12720848056537,4.9,0,22.2,9.5,4.8
737,12157,0.7086813464945584,2.6828650974436847,0.4950495049504951,42.03998987598077,9.5,0,10.5,4.8,4.8
738,12158,0.8180535966149507,1.5514809590973202,0.8511735878256383,35.92383638928068,8.2,1,7.8,10.9,6.4
741,12159,2.1711847389558234,2.8112449799196786,1.016109045848823,41.3027108433735,3.1,1,1.3,4.2,2.1
743,12160,0.7399577167019027,13.10782241014799,0.7142857142857143,36.36363636363637,10.5,0,0.0,11.1,0.0
744,12166,0.24,9.04,2.9038112522686026,42.16,15.7,0,0.0,2.7,5.3
745,12167,0.8825526137135099,8.146639511201629,4.995904995904995,38.289205702647656,14.7,0,23.5,19.6,14.0
746,12168,0.0,6.280428432327166,0.0,43.086660175267774,11.0,0,25.3,7.7,10.0
747,12169,4.10958904109589,9.1324200913242,0.0,51.59817351598174,0.0,0,,10.0,0.0
748,12170,1.8921668362156665,5.106815869786368,0.8116883116883116,37.293997965412004,4.7,1,18.5,8.0,2.7
750,12173,1.8171806167400881,5.396475770925111,0.0,39.04185022026432,11.6,1,15.2,17.1,8.6
753,12175,0.0,6.631762652705063,0.0,38.917975567190226,15.9,0,,0.0,0.0
754,12180,3.6695004513993377,6.2443575082756535,8.91962400099383,39.758877520312964,20.4,1,24.4,11.3,7.7
756,12182,2.0260782347041117,4.8679371447676365,8.496017491800718,41.62487462387162,18.1,1,25.5,12.3,9.4
758,12183,4.094910065059318,9.223115193264448,4.230488694383661,42.747799464217366,10.4,1,19.6,7.5,8.5
759,12184,2.441176470588235,3.941176470588236,3.3914125700062225,37.617647058823536,8.9,1,16.4,12.9,6.5
761,12185,0.956738768718802,4.1597337770382685,0.0,35.316139767054906,2.8,0,8.4,7.1,7.1
762,12186,1.826127672857812,1.4515373809895429,1.4381270903010033,39.23833307320119,6.0,1,3.6,5.4,2.3
764,12187,1.278772378516624,6.138107416879794,3.428571428571429,47.82608695652174,13.8,1,,0.0,10.0
766,12188,2.3940058479532165,5.427631578947369,4.49815911637586,43.3296783625731,6.5,1,16.0,11.1,8.2
768,12189,3.870640599470393,6.107386331624317,5.829498137190446,44.28418502450842,13.0,1,18.7,10.6,8.0
769,12190,0.09727626459143968,19.260700389105057,1.3927576601671308,21.692607003891048,15.9,0,,8.3,16.7
770,12192,2.874132804757185,15.659068384539149,0.0,33.89494549058474,4.5,1,8.9,5.1,2.6
772,12193,2.365038560411311,2.005141388174807,0.0,40.616966580976865,9.5,0,9.8,9.1,3.6
773,12194,0.0,9.420289855072463,22.72727272727273,45.65217391304348,8.0,0,,20.0,10.0
774,12196,0.17035775127768313,3.0664395229982966,0.0,35.09369676320272,7.1,1,9.9,10.3,4.4
776,12197,1.1037527593818983,6.09271523178808,1.4942528735632183,41.41280353200883,16.7,0,13.7,0.0,5.7
777,12198,1.8658962320934152,4.550379198266522,0.5937981086430614,36.06596846033466,3.4,1,7.8,14.6,12.7
779,12202,4.561480828558836,11.117232260907887,28.73762376237623,44.59012780960775,32.9,1,52.7,13.0,12.1
781,12203,5.397551020408163,7.699591836734693,8.242511257586635,44.13714285714285,17.1,1,2.9,10.1,5.6
783,12204,7.490272373540857,4.53029460811562,5.848713283077723,44.91384102279044,14.9,1,20.6,11.9,9.9
784,12205,2.8496837770260335,4.298426239152817,2.493943280604247,41.44359464627151,7.1,1,16.0,11.9,8.9
786,12206,8.722981207106665,11.51305240202681,23.01282051282051,39.10589442627156,35.4,1,63.1,12.7,11.1
787,12207,1.9760056457304165,9.03316866619619,32.72727272727273,58.29216654904729,49.6,1,31.5,18.8,18.8
788,12208,6.795141108777058,6.3384783998538685,7.615146702332193,44.11818430906932,17.5,1,17.0,10.1,6.3
789,12209,10.202691194004426,3.3554760688128087,7.7789894583787715,37.68523249872253,25.2,1,27.0,9.7,8.1
790,12210,2.6540810660744034,11.104941699056079,23.907028223574986,55.59133814547474,25.0,1,59.6,13.9,12.2
791,12211,2.5348653626874835,2.061222699763179,0.3284671532846715,38.207174809227254,5.0,1,2.6,15.4,7.9
792,12302,0.8055152394775037,3.432510885341074,1.3540090771558246,36.7634252539913,5.3,1,9.6,8.2,5.3
794,12303,3.106762787504291,5.702025403364228,3.2537960954446854,36.65293511843461,10.1,1,28.5,11.5,7.7
796,12304,3.7681522283425135,6.8936738440994825,10.337477797513321,35.711901185110996,14.8,1,38.7,9.3,6.8
798,12305,2.9490067581404875,6.409993856235921,11.18304885226604,45.34097890641,26.1,1,9.4,16.2,13.3
799,12306,1.6256275400430311,4.578054028209419,2.2745539302362965,36.38935373336521,9.0,1,23.1,9.6,8.0
801,12307,7.210884353741497,10.9297052154195,12.45758603974794,31.035525321239604,47.4,1,74.9,13.6,12.9
802,12308,6.607204116638077,8.898799313893653,10.763307666555074,34.085763293310464,18.6,1,44.5,11.7,8.4
803,12309,4.636935009360792,3.841267718641348,1.1241481065130332,35.888606579299285,4.7,1,3.9,10.3,6.4
805,12401,5.885577450160122,8.785089870459595,6.768409950989515,40.6681861458123,16.4,1,28.3,10.5,7.3
807,12404,3.4395973154362416,10.123042505592842,3.646934460887949,41.66666666666667,5.4,0,11.8,3.4,5.6
808,12405,0.0,8.228980322003578,0.0,37.38819320214669,3.0,0,,10.5,15.8
809,12406,0.0,13.968253968253968,2.25,51.64021164021164,35.7,0,,0.0,0.0
810,12409,3.428571428571429,8.142857142857144,5.5555555555555545,48.42857142857142,11.9,0,,16.7,8.3
811,12412,3.0769230769230766,9.038461538461537,8.24742268041237,51.92307692307693,11.5,0,,40.0,0.0
812,12413,4.810996563573884,7.697594501718212,4.1450777202072535,39.65635738831615,19.2,1,33.3,9.9,9.9
814,12414,1.8934562935347787,5.199646816442657,5.726405090137857,37.084273521043855,19.9,1,22.3,15.8,8.9
817,12418,0.9111617312072892,23.690205011389523,0.0,29.6127562642369,19.1,0,,0.0,0.0
818,12419,0.0,13.260530421216847,0.0,39.46957878315133,30.0,0,,7.1,7.1
819,12423,1.9837691614066728,3.967538322813345,0.796812749003984,39.495040577096475,18.1,0,22.2,21.9,25.0
820,12427,2.023608768971332,15.51433389544688,0.0,23.27150084317032,24.9,0,,4.2,0.0
821,12428,3.7755102040816326,8.411078717201166,3.5208711433756803,36.29737609329446,18.2,1,16.4,12.0,5.8
823,12430,8.301158301158301,11.679536679536678,7.106598984771575,47.586872586872595,8.4,0,25.6,10.7,0.0
824,12431,0.7861635220125787,8.647798742138365,0.0,38.05031446540881,20.8,0,25.0,12.5,17.5
825,12440,0.7052186177715092,16.22002820874471,0.0,41.137752703338045,17.9,0,0.0,0.0,0.0
826,12442,1.0494752623688155,6.446776611694154,0.0,61.01949025487257,30.1,0,,13.6,9.1
827,12443,1.8236254763200872,4.028307022318998,1.0319917440660475,42.651061513336955,6.8,1,5.9,13.8,8.0
829,12444,3.1578947368421053,11.842105263157894,2.1739130434782608,52.631578947368425,7.7,0,,11.8,5.9
830,12446,0.8683068017366137,8.683068017366136,2.0842982862436314,40.334918337812695,10.3,0,17.3,14.1,8.6
831,12449,3.469079939668175,5.30920060331825,1.4117647058823528,36.95324283559578,14.2,1,16.1,6.0,4.8
833,12451,1.2358946802794195,2.3643202579258458,0.2744739249771272,27.6732939279957,7.6,1,25.6,13.5,8.1
835,12455,2.344166222695791,8.524240809802878,0.0,47.0964304741609,15.0,0,12.6,19.4,19.4
836,12456,0.0,11.1731843575419,0.0,28.351955307262568,0.0,1,,14.3,7.1
838,12457,2.3690773067331667,6.982543640897754,0.0,50.623441396508724,22.3,0,,6.7,13.3
839,12458,5.717151454363089,6.352390504847878,7.804370447450572,32.02942159812772,17.2,1,8.9,8.2,2.0
841,12460,0.0,10.174418604651162,0.0,33.139534883720934,18.3,0,,7.1,7.1
842,12461,2.043070127001657,6.350082827167312,0.0,44.174489232468254,8.8,0,0.0,7.1,10.7
843,12463,1.144492131616595,14.234620886981403,1.2121212121212122,39.62804005722461,5.1,0,31.0,3.9,3.9
844,12464,3.4653465346534658,33.539603960396036,2.9411764705882346,56.188118811881196,12.5,0,,5.6,0.0
845,12466,1.2389380530973448,6.504424778761061,1.2135922330097086,43.58407079646017,2.7,1,12.7,9.6,10.8
846,12468,1.1473962930273611,15.35745807590468,2.142857142857143,41.2180052956752,14.4,0,7.6,0.0,0.0
847,12469,1.4175257731958764,5.6701030927835046,1.282051282051282,40.97938144329897,5.5,0,,0.0,0.0
848,12470,30.168776371308013,3.3755274261603367,0.0,34.59915611814346,4.6,0,,5.0,5.0
849,12472,2.5369978858350954,10.077519379844961,0.9925558312655088,46.44115574348133,8.8,1,11.7,8.5,4.3
851,12473,0.0,1.5985790408525755,1.4423076923076923,32.41563055062167,10.2,0,,4.5,4.5
852,12474,1.68,11.44,0.0,36.24,22.6,0,0.0,4.3,4.3
853,12477,2.9537442580920845,7.7288751201794685,1.1568263669104006,39.30135669266104,9.9,1,8.7,9.8,6.4
855,12480,8.270676691729323,8.521303258145362,0.0,46.74185463659147,4.9,0,,7.7,0.0
856,12481,0.5878030859662012,4.481998530492285,0.0,40.99926524614254,8.7,0,8.3,12.0,8.0
857,12482,0.0,0.0,0.0,40.036563071297984,2.7,1,,19.0,4.8
859,12484,0.14798372179060304,6.141324454310026,0.0,43.8771735109138,7.4,0,0.0,18.5,12.7
860,12485,0.0,9.793814432989693,1.3177159590043923,41.23711340206185,2.2,0,9.5,0.0,0.0
861,12486,0.8207070707070708,5.429292929292929,0.0,35.16414141414141,4.4,1,9.5,10.3,2.6
863,12487,1.7884207335556228,10.669899969687783,0.0,37.10215216732343,12.9,1,3.0,6.2,7.1
865,12491,1.5374759769378603,8.135810377962843,2.316076294277929,42.793081358103784,9.4,1,13.6,3.2,3.2
867,12496,3.5163479333744596,9.500308451573103,0.0,39.481801357186924,10.9,0,7.9,21.7,0.0
868,12498,2.0264681555004143,5.707196029776674,1.6554809843400446,46.980976013234084,7.9,1,0.0,5.8,2.9
870,12501,0.5555555555555556,3.592592592592593,3.4227567067530065,36.074074074074076,9.9,0,13.5,14.6,7.0
871,12502,1.1120615911035072,4.277159965782721,0.0,38.066723695466216,17.2,0,,5.7,2.9
872,12503,5.736434108527131,9.767441860465118,5.144694533762059,45.736434108527135,10.2,0,,0.0,0.0
873,12508,4.289940828402367,6.559885737604572,4.927898262745543,36.35992654560294,10.0,1,13.2,7.1,7.6
875,12513,0.0,0.0,0.0,44.618395303326814,0.0,0,,11.9,9.3
876,12514,1.9472361809045229,1.9158291457286432,0.0,35.5213567839196,4.5,0,3.1,4.7,2.3
877,12515,6.120887528691662,11.323641928079569,9.91304347826087,42.08110175975517,7.4,1,0.0,0.0,0.0
879,12516,5.7501306847882905,6.1683220073183485,3.7990196078431366,35.07579717720857,23.9,0,6.9,18.2,8.8
880,12517,0.0,1.2195121951219512,0.0,36.89024390243903,2.7,0,,7.7,0.0
881,12518,0.8399366085578447,3.1537242472266245,0.2903225806451613,38.55784469096672,4.2,1,1.4,6.9,5.3
883,12520,0.4356568364611261,8.009383378016086,2.9553264604811,36.82975871313673,3.6,1,0.0,12.7,8.5
885,12521,0.3389830508474576,10.0,5.679862306368331,46.1864406779661,16.3,0,25.6,25.8,12.5
886,12522,2.734051367025684,4.5981772990886505,9.317718940936864,40.3893951946976,9.6,0,16.7,11.0,9.2
887,12523,0.6583278472679395,9.743252139565502,0.3841229193341869,42.396313364055295,8.2,0,10.1,2.7,2.7
888,12524,6.793058729080467,4.069659729512753,1.1339773204535908,36.657815105292414,7.6,1,2.4,8.9,4.6
890,12525,0.6615598885793872,7.346796657381615,0.0,36.28133704735376,8.7,0,2.9,17.9,7.1
891,12526,1.815718157181572,3.414634146341464,1.323042998897464,40.89430894308943,6.8,0,17.5,9.2,2.0
892,12528,1.4460765659487025,5.396148869777,1.4937231844907042,38.89184869472563,9.9,1,10.4,8.8,6.0
894,12529,2.8077753779697625,7.019438444924406,6.038291605301914,38.98488120950324,8.3,0,11.0,13.2,7.3
895,12531,0.5696530295183843,7.327809425168307,2.9162248144220566,33.09166235111341,0.9,1,2.8,8.5,2.7
898,12533,3.2707379529758667,5.4240707689920065,1.9453980709498115,33.21176379296966,3.4,1,3.7,13.9,10.4
900,12534,3.7946675517203228,4.8622635247261865,5.663054695562434,42.200464653169604,18.4,1,28.7,12.1,8.2
902,12538,3.2177332856632113,6.7286378262424025,0.7970667941973538,35.72398998927422,6.9,1,13.7,12.2,9.6
904,12540,1.7584994138335288,3.412791454995441,1.220806794055202,34.336329295297645,3.5,1,2.2,17.6,13.4
906,12542,1.6533240515140968,3.063000348068221,1.7977528089887642,40.14966933518971,5.1,1,22.0,15.5,12.5
908,12543,6.720850265708034,11.441075336042516,0.4439511653718091,40.16880275085965,12.6,1,19.4,8.6,4.9
910,12545,5.358649789029537,6.835443037974684,6.76126878130217,41.91983122362869,9.7,0,3.3,12.7,7.1
911,12546,5.5555555555555545,15.644171779141107,2.050963331261653,40.490797546012274,10.9,0,8.1,7.3,6.7
912,12547,3.1326139923425,6.648103028193527,0.5221932114882507,37.17368604246432,7.5,1,3.5,2.7,9.6
914,12548,8.597603946441156,7.610993657505285,2.354788069073784,43.76321353065539,19.4,1,22.7,7.7,5.1
916,12549,1.0846181427034778,2.39333094299032,0.7230255839822024,34.600215130871284,4.8,1,5.1,8.2,6.7
920,12550,10.094850948509485,11.72636050684831,9.561932914562547,33.759979491686806,19.9,1,27.9,12.5,9.3
922,12553,2.8045641399976957,6.777056360213607,2.604621615183038,35.19535902262861,5.8,1,12.2,10.6,7.3
924,12561,4.9199699215812664,6.364808250080568,4.0417042090359105,33.698571275110105,17.6,1,1.8,8.4,5.0
927,12563,5.567136725935009,7.627222562844881,0.7837837837837838,28.706315144083387,13.2,1,1.4,10.1,11.7
930,12564,3.3784767729721863,7.805446337556429,3.7200504413619173,37.803990097568075,8.5,1,1.4,11.3,8.1
932,12566,1.543032394096224,6.258386045620089,2.272727272727273,36.33314165229059,10.3,1,11.7,10.4,6.9
935,12567,3.542061986084757,5.439595192915876,1.0148849797023003,39.02593295382669,10.3,0,21.6,11.5,9.4
936,12569,2.8910891089108914,7.475247524752475,1.0972379871358309,40.71287128712871,7.2,1,7.6,10.6,7.6
938,12570,1.34185303514377,4.932907348242812,0.3083247687564234,33.54632587859425,2.7,1,3.8,14.0,7.1
940,12571,2.5173698519786534,4.813211156983184,1.3568246253543943,39.74423522303897,7.8,1,3.0,9.6,6.8
942,12572,4.0,5.7366946778711485,1.9154228855721391,40.73949579831933,7.6,1,8.0,5.7,7.0
945,12575,2.3885350318471343,4.936305732484077,0.0,34.341825902335465,0.9,1,3.5,9.1,9.1
947,12577,3.0660377358490565,4.186320754716982,0.0,30.896226415094336,5.8,1,3.9,12.5,10.4
949,12578,2.1196420160150735,6.3118228921337725,0.0,37.96514366462553,6.2,1,0.0,4.5,2.3
951,12580,1.0496850944716585,11.546536039188245,0.0,36.155819920690455,11.4,1,10.0,7.7,6.6
953,12581,4.988344988344989,4.195804195804196,1.2291483757682178,40.88578088578089,7.3,0,0.0,2.2,4.0
954,12582,6.265943877551021,0.78125,1.0541447053186392,22.401147959183675,4.6,1,1.9,8.2,3.1
957,12583,4.4183218483988655,11.390352655046616,2.661290322580645,35.022294284556146,17.9,1,3.1,2.6,5.1
959,12586,2.5532249194752143,8.508131039358945,1.3135735938026272,33.6790007070469,8.3,1,18.3,7.6,7.8
962,12589,3.951211132107885,13.817786176487429,1.6739344492896329,28.568974403023528,19.4,1,11.5,8.2,5.7
965,12590,4.77906976744186,6.558139534883722,2.6482634797733264,37.3343023255814,7.8,1,8.9,9.8,6.8
967,12592,0.9565217391304348,9.391304347826086,0.0,36.0,10.8,0,28.6,10.7,2.9
968,12594,7.557077625570778,11.643835616438356,3.9447731755424074,33.60730593607306,13.3,1,4.6,6.2,6.5
970,12601,9.197509105863002,10.414757372811655,13.298654302838402,37.13077194219246,22.3,1,16.6,12.6,8.6
972,12603,4.193931490580536,4.708567170435228,2.981764415968457,35.877791491046274,5.4,1,10.5,10.2,7.2
974,12701,5.0085887351957314,13.723894765391915,16.34637647603612,38.11590272127295,27.9,1,45.4,18.7,14.3
976,12719,2.7586206896551726,10.651340996168582,0.0,41.7624521072797,18.5,0,0.0,21.9,6.3
977,12721,2.194597912829957,9.468999386126457,2.933421226104153,32.47391037446286,9.4,1,23.5,7.6,4.9
980,12723,7.131702238417491,10.25507548152004,6.342780026990553,38.93805309734513,11.0,0,0.0,8.3,13.5
981,12726,0.6369426751592357,6.6878980891719735,0.2976190476190476,43.789808917197455,13.3,0,,12.9,9.7
982,12729,1.1984021304926764,4.083444296493564,4.171934260429834,34.84243231247226,20.5,0,31.1,15.2,8.7
983,12733,5.481639169771155,2.182011708355508,0.0,16.444917509313463,51.9,1,0.0,5.0,0.0
985,12734,2.5193798449612403,5.813953488372092,5.636743215031316,37.5,4.3,1,33.3,8.7,8.7
987,12737,1.446480231436837,8.871745419479264,0.0,35.48698167791706,9.2,0,5.3,16.7,10.2
988,12740,0.2988643156007173,3.2875074716078903,1.2970168612191961,37.59713090257023,8.7,0,4.8,8.8,5.9
989,12741,0.0,2.727272727272727,0.0,53.63636363636364,6.4,0,,0.0,0.0
990,12746,0.0,3.697875688434304,0.0,30.21243115656963,1.0,1,16.7,19.2,7.7
992,12747,6.7010309278350535,18.68556701030928,7.062600321027287,35.115979381443296,27.4,0,12.1,8.5,8.5
993,12748,2.0341207349081363,8.858267716535432,0.8053691275167786,44.35695538057743,9.7,0,11.9,13.1,16.4
994,12751,5.173951828724353,4.103479036574488,23.95543175487465,27.29705619982159,23.4,1,,9.7,2.2
997,12752,0.851063829787234,18.29787234042553,0.0,49.78723404255321,1.3,0,,0.0,9.1
998,12754,8.521341463414632,10.960365853658537,7.929883138564273,37.40853658536585,20.8,1,29.0,9.8,6.4
1000,12758,1.4814814814814816,7.546296296296298,4.336989032901297,37.175925925925924,23.0,0,23.3,12.4,7.0
1001,12759,1.7543859649122806,11.673414304993253,0.0,31.9838056680162,38.3,0,,10.4,8.3
1002,12760,0.9925558312655088,17.866004962779158,0.0,48.8833746898263,11.2,0,18.0,5.6,5.6
1003,12762,0.0,1.6949152542372878,0.0,53.753026634382564,22.5,0,,15.4,15.4
1004,12763,2.2184300341296934,5.119453924914676,0.0,38.05460750853242,6.6,0,,0.0,8.3
1005,12764,1.929260450160772,9.710610932475882,4.043545878693624,48.03858520900322,10.6,0,14.2,18.9,16.2
1006,12765,3.658536585365853,6.910569105691057,0.0,31.626016260162608,2.7,0,,25.0,12.5
1007,12766,12.912087912087914,7.6923076923076925,0.0,42.032967032967036,4.9,0,,8.3,0.0
1008,12768,0.0,3.7302725968436152,10.72463768115942,47.20229555236729,4.3,0,,24.0,12.0
1009,12771,2.3682526136121185,8.384894388734798,6.828087167070218,38.61745252826968,13.1,1,29.5,11.8,8.8
1011,12775,3.95072217502124,4.502973661852168,0.0,35.216652506372135,2.6,0,13.9,14.3,8.6
1012,12776,1.4181349376880104,4.598195100988397,0.0,39.922647185217016,9.2,0,9.4,15.9,11.4
1013,12779,24.58223394898857,12.884784520668427,25.43507362784471,30.914687774846087,31.1,1,30.0,16.2,10.6
1015,12780,0.0,8.284883720930234,0.0,44.91279069767442,19.4,1,32.0,5.3,7.0
1017,12783,7.534246575342466,9.050880626223092,0.0,26.810176125244613,17.0,0,18.0,15.7,15.7
1018,12786,17.777777777777782,14.222222222222221,0.0,59.55555555555554,30.2,0,,4.5,0.0
1019,12788,6.945358788676763,2.9953917050691237,2.6178010471204187,27.024358130348915,15.3,1,34.5,8.0,10.7
1021,12789,6.750849927149101,5.293831957260807,14.120126448893574,42.88489558037882,17.9,0,42.3,14.5,7.9
1022,12790,0.886968387536957,8.232886058676371,2.8064992614475632,39.14032294746418,11.2,1,4.2,11.4,4.5
1024,12791,0.0,15.420023014959725,7.112970711297073,35.443037974683534,12.7,0,,0.0,8.3
1025,12801,1.754264318402441,8.771321592012203,11.210106382978726,44.023020385522116,16.0,1,33.7,12.2,6.8
1027,12803,0.8108752683043168,4.16169806820892,2.0237264480111654,41.41426186501312,7.3,1,17.9,5.0,3.5
1029,12804,1.9375306870113684,5.317823016202743,1.4279204010329636,40.35955735166371,8.3,1,9.2,9.0,5.6
1031,12809,0.827178729689808,7.503692762186115,2.0915771622385533,40.4135893648449,15.1,0,21.6,20.7,12.6
1032,12810,0.5494505494505495,9.89010989010989,0.0,39.42307692307692,7.1,0,,0.0,0.0
1033,12814,3.2733224222585933,7.6923076923076925,0.0,48.52700490998364,3.5,0,8.1,0.0,0.0
1034,12815,0.9225092250922508,3.2287822878228782,2.832244008714597,41.23616236162361,9.3,0,,10.0,10.0
1035,12816,0.2090106827682304,6.781235485369253,1.338538761851645,45.8197863446354,12.5,0,12.6,9.6,5.4
1036,12817,0.0,4.910127137220517,3.911111111111111,42.65672950460325,14.6,0,10.1,5.1,6.8
1037,12822,1.1125039172673143,4.63804450015669,1.6163035839775124,37.62143528674397,11.9,1,24.2,10.4,8.9
1039,12827,0.34629728289824185,6.659563132658497,2.898550724637681,37.13372402770378,7.9,0,20.8,17.2,6.6
1040,12828,0.0,7.852088564254736,2.993451824134705,40.17347637525679,8.4,1,16.7,11.7,9.3
1042,12831,0.4300951944030279,3.205642848950568,0.5936379928315412,37.06273655235693,4.4,1,7.2,7.6,6.2
1045,12832,0.6472491909385114,8.223006766696086,1.4635806671204905,40.23242130038246,14.9,1,32.9,7.5,3.7
1047,12833,0.8369201339072214,4.925872788139647,3.004096495220756,39.83739837398374,8.7,1,12.8,7.5,4.2
1049,12834,0.11134086209638938,8.55734054397964,1.4166130070830651,39.716876093526324,5.7,1,10.0,15.7,7.5
1051,12835,2.0824102791315906,6.070004430660168,0.482509047044632,45.45857332742578,8.9,0,25.6,10.4,6.0
1052,12836,0.0,11.570247933884296,2.389078498293516,45.12396694214876,6.4,0,,10.0,0.0
1053,12837,0.5893909626719057,13.457760314341845,0.0,33.69351669941061,5.4,0,44.4,16.0,4.0
1054,12838,0.7648183556405354,6.118546845124282,2.416918429003021,44.55066921606118,6.3,0,,0.0,0.0
1055,12839,1.1238447319778189,8.961182994454713,4.268481286730591,38.75785582255082,18.1,1,26.9,11.1,7.1
1057,12842,0.10718113612004287,7.07395498392283,1.0810810810810811,28.18863879957128,10.0,0,,10.0,5.0
1058,12843,0.0,11.97339246119734,0.0,39.689578713968956,17.3,0,55.6,5.9,14.7
1059,12845,1.2275132275132277,6.603174603174603,4.186717998075071,42.43386243386244,10.1,1,2.2,9.3,4.1
1061,12846,0.48884815154292705,8.065994500458295,1.872399445214979,37.18301252673388,8.8,1,9.4,1.3,6.3
1063,12847,10.352941176470589,0.4705882352941176,2.142857142857143,25.64705882352941,10.9,0,,13.3,6.7
1064,12849,0.0,0.0,0.0,36.9811320754717,0.0,1,,9.1,9.1
1066,12850,1.0245265445513816,5.743557901272896,1.3614703880190604,37.565973300217316,13.5,0,31.0,8.8,4.4
1067,12853,0.0,13.21455085374907,5.764966740576496,40.53452115812918,20.7,0,0.0,6.9,6.9
1068,12859,1.2658227848101269,5.650994575045207,0.0,40.370705244122966,12.5,0,18.8,4.5,3.0
1069,12860,1.9031141868512111,3.1141868512110724,4.526748971193416,32.35294117647059,35.1,0,,8.3,0.0
1070,12861,0.25940337224383914,6.48508430609598,0.7092198581560284,43.32036316472114,10.8,0,,20.0,6.7
1071,12863,0.0,5.054151624548736,0.0,40.25270758122743,2.9,0,,14.6,9.8
1072,12865,1.4592730167153092,9.472008490315734,2.8177113283496262,41.57601485805253,14.0,0,25.2,14.1,8.5
1073,12866,3.0945812295039303,3.8909999479464887,2.086889488464292,42.42881682369476,6.4,1,7.2,8.5,5.9
1075,12870,4.118773946360154,6.992337164750958,4.962779156327544,40.61302681992337,4.4,0,8.3,0.0,0.0
1076,12871,3.836196752176983,8.190162391150857,0.3960396039603961,37.70298893857378,4.6,0,15.2,9.5,4.2
1077,12883,0.7443170388251861,7.583987125326897,4.120999561595792,41.23918728626031,15.5,1,23.0,9.9,4.9
1079,12885,1.544912822776429,7.371441182961818,1.330704780680138,42.04369896270139,14.6,1,30.5,8.7,6.5
1081,12887,0.2297410192147034,9.126984126984127,4.036520903411821,41.54135338345865,21.0,0,22.5,12.9,10.0
1082,12901,2.531004054376341,6.507870259957072,7.649737302977233,39.0949201049368,20.5,1,11.2,8.7,7.0
1084,12903,0.8832188420019628,0.0,0.7177033492822966,56.231599607458286,3.8,1,8.3,2.3,0.0
1085,12910,1.6964695093993585,2.7051811095827603,0.5681818181818182,29.34433745988079,13.9,0,25.2,12.3,8.8
1086,12912,1.4912280701754386,11.228070175438594,2.2875816993464047,38.333333333333336,8.4,0,22.6,13.8,6.9
1087,12913,2.461033634126333,3.1173092698933558,1.9230769230769231,42.8219852337982,9.0,0,0.0,0.0,0.0
